/*Owner & Copyrights: Vance King Saxbe. A.*/4,683.74:03:02:22
4,797.55:12:36:15
4,796.52:12:36:40
4,795.73:12:36:52
4,795.91:12:37:04
4,796.05:12:37:16
4,795.94:12:37:41
4,796.59:12:37:48
4,796.80:12:38:05
4,796.69:12:38:18
4,796.66:12:38:39
4,796.45:12:38:51
4,796.46:12:39:04
4,796.44:12:39:16
4,796.38:12:39:40
4,794.73:12:40:05
4,795.02:12:40:22
4,794.19:12:49:13
4,794.60:12:49:18
4,794.68:12:49:33
4,795.79:12:49:47
4,795.73:12:50:04
4,795.81:12:50:16
4,795.59:12:50:33
4,795.37:12:50:48
4,795.40:12:51:03
4,794.99:12:51:18
4,794.98:12:51:30
4,795.53:12:51:55
4,796.73:12:52:10
4,797.86:12:52:23
4,796.90:12:52:36
4,840.66:03:20:31
4,841.39:03:20:58
4,841.41:03:21:00
4,840.97:03:21:15
4,840.45:03:21:32
4,841.17:03:21:45
4,841.20:03:22:06
4,839.83:03:22:16
4,840.42:03:22:32
4,840.19:03:22:54
4,840.46:03:23:04
4,839.95:03:23:24
4,840.32:03:23:35
4,840.63:03:23:50
4,838.28:03:24:07
4,838.06:03:24:38
4,838.95:03:24:55
4,839.56:03:25:13
4,837.94:03:25:22
4,839.50:03:25:32
4,841.90:03:25:55
4,838.76:03:26:03
4,841.48:03:26:18
4,841.09:03:26:35
4,839.35:03:26:48
4,840.61:03:27:06
4,840.78:03:27:17
4,841.50:03:27:30
4,837.29:03:27:46
4,835.24:03:28:06
4,832.84:03:28:19
4,831.34:03:28:33
4,830.85:03:28:49
4,838.87:10:30:56
:09:37:25
4,838.87:09:39:36
4,836.40:09:15:22
4,865.41:09:15:35
4,849.17:09:15:51
4,849.91:09:16:10
4,843.69:09:16:24
4,846.95:09:16:35
4,852.17:09:16:57
4,852.19:09:17:08
4,851.52:09:17:24
4,846.52:09:17:37
4,852.94:09:17:49
4,854.79:09:18:04
4,843.02:09:18:20
4,847.85:09:18:41
4,851.60:09:18:57
4,850.83:09:19:11
4,848.35:09:19:27
4,843.20:09:19:36
4,842.71:09:19:53
4,838.86:09:20:09
4,837.54:09:20:20
4,837.75:09:20:38
4,847.41:09:20:50
4,846.31:09:21:13
4,850.42:09:21:25
4,849.89:09:21:36
4,848.24:09:21:55
4,842.20:09:22:12
4,848.10:09:22:23
4,848.00:09:22:37
4,850.67:09:22:52
4,851.92:09:23:05
4,854.44:09:23:31
4,855.92:09:23:42
4,857.54:09:23:53
4,857.34:09:24:14
4,857.00:09:24:21
4,856.91:09:24:39
4,857.76:09:24:49
4,851.74:09:25:10
4,851.54:09:25:21
4,847.72:09:25:35
4,851.38:09:25:53
4,851.52:09:26:07
4,849.30:09:26:22
4,854.91:09:26:41
4,855.00:09:26:55
4,854.94:09:27:05
4,856.33:09:27:25
4,836.00:10:52:50
4,836.93:10:52:56
4,837.49:10:53:10
4,837.55:10:53:24
4,841.27:10:53:40
4,841.43:10:53:55
4,840.96:10:54:10
4,837.01:10:54:24
4,835.20:10:54:43
4,827.77:10:54:57
4,823.53:10:55:10
4,823.72:10:55:26
4,834.94:10:55:40
4,827.88:10:55:52
4,824.54:10:56:09
4,824.47:10:56:25
4,826.59:10:56:48
4,826.44:10:56:58
4,826.00:10:57:10
4,826.11:10:57:25
4,826.12:10:57:41
4,831.19:10:57:56
4,832.97:10:58:11
4,837.67:10:58:28
4,838.02:10:58:44
4,833.30:10:58:57
4,833.46:10:59:11
4,833.58:10:59:28
4,833.59:10:59:39
4,835.85:11:00:11
4,835.92:11:00:25
4,822.61:11:00:39
4,825.43:11:00:53
4,815.78:11:01:09
4,814.75:11:01:30
4,814.28:11:01:42
4,803.58:11:01:57
4,808.25:11:02:10
4,806.65:11:02:27
4,812.08:11:02:40
4,814.92:11:02:56
4,814.32:11:03:12
4,809.71:11:03:26
4,808.25:11:03:43
4,808.85:11:03:54
4,807.88:11:04:14
4,805.79:11:04:28
4,811.33:11:04:44
4,805.30:11:04:55
4,804.25:11:05:10
4,799.45:11:05:32
4,799.73:11:05:49
4,794.23:11:05:59
4,794.20:11:06:16
4,798.94:11:06:29
4,794.55:11:06:44
4,797.73:11:06:57
4,798.53:11:07:09
4,804.34:11:07:30
4,807.42:11:07:45
4,817.16:11:07:57
4,819.15:11:08:12
4,809.47:11:08:28
4,818.37:11:08:40
4,816.55:11:08:55
4,814.25:11:09:12
4,806.17:11:09:27
4,806.07:11:09:43
4,804.57:11:09:55
4,799.20:11:10:12
4,801.95:11:10:29
4,801.81:11:10:42
4,806.32:11:10:58
4,804.79:11:11:11
4,801.73:11:11:27
4,806.62:11:11:41
4,800.69:11:11:54
4,806.46:11:12:12
4,811.59:11:12:33
4,810.29:11:12:42
4,809.27:11:12:55
4,805.99:11:13:09
4,810.02:11:13:26
4,808.86:11:13:41
4,804.00:11:13:54
4,807.34:11:14:12
4,807.08:11:14:27
4,805.74:11:14:44
4,806.76:11:14:59
4,806.32:11:15:09
4,803.17:11:15:30
4,805.34:11:15:41
4,802.50:11:16:05
4,801.66:11:16:18
4,802.38:11:16:28
4,802.16:11:16:42
4,803.26:11:16:58
4,808.14:11:17:14
4,808.33:11:17:27
4,802.80:11:17:43
4,802.73:11:17:58
4,800.54:11:18:12
4,800.82:11:18:31
4,801.37:11:18:42
4,801.70:11:18:56
4,804.10:11:19:25
4,807.08:11:19:40
4,807.10:11:19:57
4,807.38:11:20:35
4,807.15:11:20:41
4,799.67:11:20:56
4,799.79:11:21:11
4,797.03:11:21:27
4,797.03:11:21:27
4,794.39:11:21:44
4,794.48:11:22:01
4,793.71:11:22:12
4,790.92:11:22:28
4,790.38:11:22:39
4,792.50:11:22:57
4,778.48:11:23:13
4,783.72:11:23:26
4,785.25:11:23:40
4,784.25:11:23:58
4,785.97:11:24:14
4,789.01:11:24:25
4,789.10:11:24:41
4,789.21:11:24:56
4,789.64:11:25:11
4,790.01:11:25:28
4,792.05:11:25:45
4,792.22:11:25:56
4,792.23:11:26:11
4,787.79:11:26:29
4,791.66:11:26:40
4,788.32:11:26:55
4,793.31:11:27:12
4,795.09:11:27:27
4,788.50:11:27:43
4,788.16:11:27:57
4,787.79:11:28:11
4,794.60:11:28:27
4,794.66:11:28:51
4,796.91:11:28:58
4,796.75:11:29:12
4,801.05:11:29:27
4,805.42:11:29:43
4,805.64:11:30:01
4,806.68:11:30:13
4,803.16:11:30:26
4,802.14:11:30:44
4,802.13:11:31:09
4,802.35:11:31:19
4,802.28:11:31:29
4,805.93:11:31:41
4,806.12:11:32:06
4,802.13:11:32:18
4,800.88:11:32:30
4,801.06:11:32:42
4,801.07:11:32:54
4,806.77:11:33:19
4,807.01:11:33:31
4,807.10:11:33:43
4,807.52:11:33:55
4,805.57:11:34:20
4,805.45:11:34:33
4,805.11:11:34:45
4,804.93:11:34:57
4,804.73:11:35:21
4,806.60:11:35:33
4,806.34:11:35:45
4,806.60:11:35:57
4,806.42:11:36:12
4,806.55:11:36:36
4,805.65:11:36:48
4,805.80:11:37:00
4,805.47:11:37:12
4,806.48:11:37:25
4,806.44:11:37:49
4,806.28:11:38:01
4,806.34:11:38:13
4,799.52:11:38:50
4,796.34:11:39:02
4,796.64:11:39:14
4,797.30:11:39:27
4,797.61:11:39:50
4,797.76:11:40:03
4,796.39:11:40:15
4,796.92:11:40:27
4,798.19:11:40:51
4,798.30:11:41:03
4,798.78:11:41:16
4,800.19:11:41:28
4,800.21:11:41:52
4,800.23:11:42:04
4,800.07:11:42:17
4,801.08:11:42:55
4,801.10:11:43:05
4,800.72:11:43:18
4,800.76:11:43:30
4,801.09:11:43:42
4,800.98:11:44:07
4,800.08:11:44:18
4,800.16:11:44:31
4,800.14:11:44:43
4,800.03:11:45:08
4,800.19:11:45:19
4,800.21:11:45:32
4,800.82:11:45:44
4,798.41:11:46:08
4,797.59:11:46:21
4,797.30:11:46:33
4,797.43:11:46:45
4,799.61:11:46:57
4,799.05:11:47:21
4,799.28:11:47:33
4,798.86:11:47:46
4,796.19:11:47:58
4,796.53:11:48:19
4,795.93:11:48:30
4,795.73:11:48:53
4,795.67:11:49:04
4,795.08:11:49:15
4,794.69:11:49:35
4,791.82:11:49:41
4,791.92:11:49:58
4,791.73:11:50:23
4,791.74:11:50:27
4,791.17:11:50:51
4,791.36:11:51:03
4,791.75:11:51:15
4,791.72:11:51:27
4,794.76:11:51:51
4,794.80:11:52:04
4,794.61:11:52:16
4,795.25:11:52:28
4,796.22:11:52:52
4,796.63:11:53:05
4,796.61:11:53:17
4,796.62:11:53:29
4,793.08:11:53:53
4,793.40:11:54:05
4,792.92:11:54:18
4,792.39:11:54:31
4,792.28:11:54:54
4,791.98:11:55:06
4,789.74:11:55:18
4,789.72:11:55:30
4,787.86:11:55:42
4,787.91:11:56:07
4,787.82:11:56:15
4,787.54:11:56:28
4,787.53:11:56:44
4,787.41:11:56:56
4,787.12:11:57:14
4,784.67:11:57:28
4,784.48:11:57:43
4,784.57:11:57:56
4,784.93:11:58:14
4,784.83:11:58:29
4,784.64:11:58:42
4,784.77:11:58:59
4,784.56:11:59:14
4,784.06:11:59:29
4,787.39:11:59:43
4,784.28:11:59:57
4,784.26:12:00:13
4,785.51:12:00:27
4,787.22:12:00:43
4,787.62:12:00:57
4,791.96:12:01:14
4,792.17:12:01:28
4,792.08:12:01:44
4,795.43:12:01:56
4,792.13:12:02:17
4,790.14:12:02:27
4,790.17:12:02:44
4,790.18:12:02:58
4,790.13:12:03:12
4,786.73:12:03:28
4,785.74:12:03:43
4,785.73:12:04:29
4,785.80:12:04:42
4,785.79:12:04:59
4,785.19:12:05:12
4,785.78:12:05:27
4,785.94:12:05:44
4,785.02:12:06:13
4,785.00:12:06:41
4,785.03:12:06:59
4,784.85:12:07:13
4,784.61:12:07:29
4,784.98:12:07:45
:12:07:55
4,784.98:12:07:56
4,788.79:12:07:59
4,790.71:12:08:13
4,790.75:12:08:32
4,790.87:12:08:44
4,791.36:12:08:56
4,787.45:12:09:13
4,786.36:12:09:31
4,786.56:12:09:46
4,786.25:12:09:58
4,786.26:12:10:12
4,788.87:12:10:31
4,788.90:12:10:43
4,787.67:12:10:58
4,785.05:12:11:14
4,785.70:12:11:26
4,785.83:12:11:45
4,786.14:12:12:00
4,786.05:12:12:16
4,787.75:12:12:28
4,785.35:12:12:45
4,785.44:12:12:59
4,785.42:12:13:15
4,784.93:12:13:29
4,784.97:12:13:42
4,787.13:12:13:59
4,784.71:12:14:31
4,784.61:12:14:46
4,784.16:12:14:57
4,786.63:12:15:12
4,787.12:12:15:30
4,783.30:12:15:43
4,783.23:12:15:58
4,781.51:12:16:13
4,781.52:12:16:29
4,781.66:12:16:58
4,782.69:12:17:12
4,781.72:12:17:29
4,781.70:12:17:44
4,781.54:12:17:58
4,784.51:12:18:15
4,784.29:12:18:30
4,784.62:12:18:46
4,784.63:12:18:57
4,784.65:12:19:17
4,784.22:12:19:32
4,783.63:12:19:45
4,783.80:12:19:57
4,783.89:12:20:13
4,783.90:12:20:34
4,784.08:12:20:59
4,783.99:12:21:13
4,785.18:12:21:30
4,784.87:12:21:43
4,784.83:12:21:57
4,784.76:12:22:14
4,784.14:12:22:45
4,784.21:12:22:57
4,784.22:12:23:13
4,784.85:12:23:28
4,785.00:12:23:45
4,784.87:12:23:59
4,784.83:12:24:15
4,785.51:12:24:29
4,785.72:12:24:45
4,785.85:12:25:00
4,785.90:12:25:13
4,787.13:12:25:29
4,787.10:12:25:43
4,787.34:12:25:59
4,787.37:12:26:14
4,787.38:12:26:43
4,787.34:12:26:59
4,784.55:12:27:19
4,783.91:12:27:31
4,783.41:12:27:46
4,783.51:12:28:00
4,783.66:12:28:13
4,786.01:12:28:32
4,785.92:12:28:43
4,785.86:12:29:02
4,785.71:12:29:14
4,786.20:12:29:31
4,786.21:12:29:50
4,785.71:12:29:59
4,786.17:12:30:13
4,785.52:12:30:29
4,784.66:12:30:44
4,796.58:01:02:27
4,796.51:01:02:30
4,796.96:01:02:45
4,797.05:01:03:08
4,798.06:01:03:20
4,797.10:01:03:32
4,797.02:01:03:57
4,797.60:01:04:09
4,797.50:01:04:21
4,797.51:01:04:33
4,796.67:01:04:46
4,797.48:01:05:08
4,797.52:01:05:16
4,798.63:01:05:34
4,799.15:01:05:46
4,798.25:01:06:10
4,798.07:01:06:23
4,797.99:01:06:35
4,795.00:01:06:47
4,795.14:01:07:12
4,794.97:01:07:37
4,795.04:01:07:50
4,794.99:01:08:02
4,794.98:01:08:27
4,794.61:01:08:39
4,794.60:01:08:52
4,794.40:01:09:04
4,794.51:01:09:17
4,794.53:01:09:36
4,794.46:01:09:48
4,798.67:01:10:03
4,798.98:01:10:20
4,798.92:01:10:30
4,796.33:01:10:53
4,794.41:01:11:05
4,793.83:01:11:17
4,793.50:01:11:42
4,795.36:01:11:45
4,796.82:01:12:02
4,795.44:01:12:21
4,795.22:01:12:33
4,796.57:01:12:48
4,798.38:01:13:18
4,798.21:01:13:30
4,798.19:01:13:52
4,797.53:01:14:01
4,797.58:01:14:25
4,797.68:01:14:38
4,797.13:01:14:50
4,797.06:01:15:02
4,796.86:01:15:16
4,796.77:01:15:30
4,798.72:01:15:47
4,798.42:01:16:01
4,798.32:01:16:17
4,798.19:01:16:31
4,798.94:01:16:45
4,798.90:01:17:02
4,798.85:01:17:16
4,798.88:01:17:34
4,796.65:01:17:46
4,799.40:01:18:01
4,798.06:01:18:16
4,798.05:01:18:49
4,798.81:01:19:01
4,798.31:01:19:16
4,798.24:01:19:32
4,798.19:01:19:47
4,798.34:01:20:03
4,798.07:01:20:32
4,797.99:01:20:57
4,798.47:01:21:06
4,797.19:01:21:17
4,794.70:01:21:34
4,796.93:01:21:47
4,794.26:01:22:02
4,794.20:01:22:17
4,794.25:01:22:50
4,796.54:01:23:03
4,797.25:01:23:20
4,797.20:01:23:32
4,797.08:01:23:49
4,796.70:01:24:03
4,797.14:01:24:16
4,796.19:01:24:31
4,796.22:01:24:49
4,796.48:01:25:01
4,796.68:01:25:18
4,797.37:01:25:34
4,799.62:01:25:49
4,799.71:01:26:02
4,800.99:01:26:17
4,801.18:01:26:31
4,801.75:01:26:48
4,802.10:01:27:10
4,802.16:01:27:17
4,801.49:01:27:33
4,800.91:01:27:48
4,801.10:01:28:04
4,800.91:01:28:17
4,801.19:01:28:31
4,801.48:01:28:50
4,801.91:01:29:22
4,802.07:01:29:33
4,802.10:01:29:46
4,801.87:01:30:03
4,800.61:01:30:20
4,799.66:01:30:31
4,799.70:01:30:46
4,800.70:01:31:03
4,800.63:01:31:18
4,800.98:01:31:32
4,801.08:01:31:50
4,803.83:01:32:05
4,805.06:01:32:19
4,805.05:01:32:33
4,804.90:01:32:48
4,804.54:01:33:05
4,804.47:01:33:18
4,803.94:01:33:35
4,803.89:01:33:50
4,803.43:01:34:03
4,803.82:01:34:18
4,803.83:01:34:34
4,803.84:01:34:49
4,803.90:01:35:03
4,803.77:01:35:32
4,798.35:01:35:49
4,800.08:01:36:03
4,800.14:01:36:18
4,799.51:01:36:34
4,799.45:01:36:49
4,801.64:01:37:04
4,801.18:01:37:18
4,799.06:01:37:33
4,798.58:01:37:53
4,798.55:01:38:07
4,798.41:01:38:20
4,800.61:01:38:32
4,798.90:01:38:59
4,799.00:01:39:08
4,798.80:01:39:19
4,798.42:01:39:32
4,797.21:01:39:48
4,797.02:01:40:06
4,792.66:01:40:18
4,791.39:01:40:34
4,792.26:01:40:49
4,791.90:01:41:02
4,791.99:01:41:19
4,792.11:01:41:34
4,792.50:01:41:46
4,792.48:01:42:05
4,792.56:01:42:17
4,793.71:01:42:33
4,791.97:01:42:47
4,790.92:01:43:04
4,787.94:01:43:18
4,789.41:01:43:36
4,786.18:01:43:50
4,786.70:01:44:05
4,786.66:01:44:19
4,786.58:01:44:35
4,787.15:01:44:48
4,789.11:01:45:03
4,789.02:01:45:19
4,789.16:01:45:33
4,791.30:01:45:50
4,791.27:01:46:04
4,791.33:01:46:20
4,788.93:01:46:32
4,789.10:01:46:48
4,789.59:01:47:03
4,790.53:01:47:18
4,791.14:01:47:34
4,791.73:01:47:50
4,791.64:01:48:03
4,791.93:01:48:20
:01:48:42
4,776.74:01:57:40
4,776.73:01:57:49
4,776.59:01:58:04
4,776.50:01:58:22
4,777.65:01:58:35
4,777.50:01:58:57
4,775.05:01:59:09
4,775.15:01:59:22
4,775.11:01:59:36
4,777.24:01:59:48
4,777.18:02:00:12
4,776.20:02:00:25
4,774.62:02:00:37
4,774.61:02:00:49
4,774.68:02:01:14
4,774.71:02:01:38
4,775.78:02:01:50
4,779.03:02:02:15
4,777.14:02:02:27
4,777.09:02:02:39
4,774.80:02:02:51
4,775.02:02:03:20
4,775.35:02:03:34
4,775.27:02:03:50
4,779.11:02:04:04
4,779.66:02:04:19
4,779.62:02:04:33
4,778.21:02:04:55
4,778.18:02:05:05
4,778.13:02:05:28
4,775.80:02:05:40
4,775.93:02:05:52
4,775.38:02:06:05
4,774.08:02:06:21
4,773.65:02:06:35
4,771.12:02:06:50
4,769.42:02:07:05
4,769.81:02:07:20
4,768.16:02:07:34
4,768.29:02:07:57
4,768.17:02:08:05
4,770.82:02:08:20
4,770.79:02:08:46
4,768.10:02:08:58
4,768.00:02:09:11
4,768.21:02:09:20
4,769.49:02:09:40
4,769.66:02:09:59
4,768.99:02:10:07
4,771.00:02:10:23
4,771.17:02:10:38
4,771.22:02:10:55
4,770.37:02:11:10
4,770.27:02:11:26
4,767.54:02:11:35
4,768.53:02:11:50
4,771.12:02:12:08
4,773.37:02:12:21
4,770.83:02:12:37
4,770.89:02:12:53
4,770.49:02:13:08
4,770.43:02:13:22
4,771.31:02:13:39
4,770.29:02:13:49
4,770.45:02:14:05
:02:14:32
4,762.42:02:24:14
4,761.52:02:24:24
4,761.11:02:24:37
4,761.05:02:24:58
4,760.59:02:25:11
4,760.56:02:25:28
4,760.52:02:25:39
4,760.72:02:25:55
4,761.72:02:26:06
4,762.00:02:26:24
4,762.06:02:26:37
4,763.35:02:26:54
4,763.48:02:27:08
4,763.17:02:27:23
4,763.08:02:27:37
4,763.98:02:27:52
4,764.03:02:28:07
4,764.21:02:28:21
4,762.26:02:31:22
4,762.25:02:31:40
4,762.47:02:31:52
4,762.76:02:32:08
4,762.68:02:32:22
4,763.81:02:32:36
4,758.38:02:32:57
4,758.23:02:33:05
4,758.32:02:33:20
4,758.06:02:33:36
4,758.30:02:33:53
4,758.55:02:34:06
4,762.39:02:34:26
4,761.72:02:34:38
4,761.91:02:35:08
4,762.27:02:35:23
4,762.34:02:35:38
4,763.47:02:35:50
4,762.14:02:36:07
4,761.59:02:36:22
4,761.98:02:36:37
4,762.23:02:36:56
4,762.96:02:37:08
4,762.41:02:37:25
4,762.04:02:37:39
4,761.49:02:37:51
4,761.23:02:38:10
4,760.98:02:38:26
4,759.88:02:38:37
4,758.40:02:38:51
4,758.00:02:39:10
4,757.58:02:39:25
4,753.71:02:39:42
4,753.02:02:39:52
4,754.21:02:40:11
4,752.01:02:40:23
4,752.68:02:40:40
4,753.43:02:40:52
4,750.44:02:41:08
4,749.10:02:41:23
4,748.59:02:41:41
4,748.58:02:41:53
4,749.02:02:42:10
4,748.09:02:42:24
4,747.82:02:42:37
4,751.86:02:42:53
4,752.43:02:43:09
4,753.14:02:43:21
4,753.51:02:43:42
4,757.30:02:43:55
4,764.20:02:44:10
4,764.44:02:44:27
4,763.78:02:44:37
4,763.89:02:44:54
4,758.58:02:45:10
4,760.77:02:47:59
4,759.67:02:48:07
4,759.85:02:48:25
4,755.15:02:48:41
4,757.98:02:48:55
4,758.62:02:49:08
4,758.71:02:49:23
4,759.27:02:49:41
4,756.93:02:49:54
4,756.80:02:50:07
4,759.12:02:50:23
4,759.00:02:50:40
4,759.21:02:50:51
4,759.65:02:51:09
4,758.47:02:51:22
4,758.21:02:51:37
4,758.11:02:51:59
4,759.02:02:52:07
4,759.05:02:52:24
4,759.15:02:52:40
4,755.39:02:52:56
4,755.50:02:53:11
4,758.66:02:53:27
4,758.55:02:53:39
4,758.43:02:53:57
4,754.55:02:54:09
4,757.50:02:54:24
4,757.46:02:54:37
4,757.55:02:54:52
4,754.16:02:55:11
4,754.12:02:55:24
4,754.03:02:55:38
4,757.42:02:55:52
4,757.60:02:56:09
4,758.04:02:56:28
4,758.16:02:56:39
4,758.44:02:56:57
4,758.26:02:57:11
4,754.89:02:57:23
4,754.98:02:57:39
4,754.94:02:57:55
4,754.75:02:58:08
4,754.72:02:58:26
4,754.99:02:58:42
4,754.84:02:58:54
4,756.04:02:59:09
4,756.08:02:59:26
4,756.07:02:59:43
4,755.87:02:59:58
4,755.94:03:00:11
4,755.86:03:00:24
4,755.53:03:00:39
4,753.30:03:00:52
4,752.29:03:01:10
4,753.07:03:01:26
4,753.18:03:01:42
4,753.47:03:02:01
4,753.43:03:02:12
4,753.46:03:02:24
4,754.07:03:02:40
4,753.92:03:02:54
4,753.66:03:03:10
4,753.26:03:03:24
4,752.78:03:03:39
4,752.68:03:03:54
4,754.11:03:04:07
:03:04:12
4,754.11:03:04:12
4,753.35:03:04:29
4,752.79:03:04:40
4,753.59:03:04:56
4,752.93:03:05:09
4,752.72:03:05:25
4,750.51:03:05:40
4,750.55:03:05:55
4,754.88:03:06:10
4,754.71:03:06:25
4,754.16:03:06:39
4,753.89:03:06:57
4,753.55:03:07:10
4,753.82:03:07:24
4,753.79:03:07:38
4,752.33:03:07:54
4,755.65:03:08:09
4,755.09:03:08:23
4,755.57:03:08:41
4,755.71:03:08:54
4,755.74:03:09:09
4,756.12:03:09:27
4,759.53:03:09:39
4,757.68:03:09:55
4,762.14:03:10:13
4,757.89:03:10:24
4,761.45:03:10:44
4,761.62:03:11:03
4,761.66:03:11:12
4,765.59:03:11:33
4,764.84:03:11:45
4,761.28:03:11:58
4,760.39:03:12:10
4,757.35:03:12:34
4,757.17:03:12:46
4,757.21:03:12:58
4,757.08:03:13:11
4,756.94:03:13:35
4,758.10:03:13:47
4,760.22:03:13:59
4,760.11:03:14:12
4,760.35:03:14:24
4,760.42:03:14:48
4,760.98:03:15:01
4,759.74:03:15:13
4,761.72:03:15:25
4,762.39:03:15:50
4,764.98:03:16:02
4,760.60:03:16:14
4,760.70:03:16:26
4,762.53:03:16:39
4,766.40:03:17:03
4,766.50:03:17:15
4,765.89:03:17:27
4,760.21:03:17:40
4,760.87:03:18:05
4,761.17:03:18:17
4,762.04:03:18:29
4,761.65:03:18:41
4,763.67:03:19:05
4,764.66:03:19:18
4,762.82:03:19:33
4,755.56:03:19:42
4,755.37:03:20:06
4,754.80:03:20:19
4,757.38:03:20:31
4,757.01:03:20:55
4,760.50:03:21:20
4,759.52:03:21:33
4,759.23:03:21:58
4,756.32:03:22:35
4,757.54:03:22:59
4,757.67:03:23:12
4,757.62:03:23:37
4,757.63:03:23:48
4,758.14:03:24:01
4,757.92:03:24:38
4,758.05:03:24:50
4,757.68:03:25:14
4,759.00:03:25:51
4,759.41:03:26:16
4,760.00:03:26:40
4,758.03:03:27:05
4,760.73:03:27:29
4,758.19:03:27:42
4,760.12:03:28:19
4,757.83:03:28:45
4,757.37:03:29:08
4,760.25:03:29:21
4,760.19:03:29:33
4,757.87:03:29:46
4,759.29:03:29:58
4,757.67:03:47:04
4,773.14:09:15:37
4,773.57:09:15:53
4,773.84:09:16:06
4,777.56:09:16:24
4,784.46:09:16:39
4,785.70:09:16:54
4,787.12:09:17:07
4,791.40:09:17:23
4,786.41:09:17:38
4,786.65:09:17:55
4,782.05:09:18:06
4,781.64:09:18:23
4,784.63:09:18:37
4,783.88:09:18:53
4,784.38:09:19:07
4,791.07:09:19:22
4,790.85:09:19:40
4,791.95:09:19:52
4,790.04:09:20:08
4,795.28:09:20:38
4,801.85:09:20:51
4,802.66:09:21:22
4,801.39:09:21:37
4,802.04:09:22:08
4,802.16:09:22:38
4,801.38:09:22:52
4,794.87:09:23:22
4,800.10:09:23:38
4,797.67:09:24:09
4,799.31:09:24:38
4,793.23:09:24:59
4,794.36:09:25:23
4,795.13:09:25:40
4,795.18:09:25:55
4,795.51:09:26:08
4,794.31:09:26:24
4,796.78:09:26:39
4,796.87:09:26:53
4,799.29:09:27:13
4,799.87:09:27:24
4,800.31:09:27:40
4,800.25:09:27:54
4,799.90:09:28:07
4,803.15:09:28:23
4,801.29:09:28:37
4,801.09:09:28:53
4,802.94:09:29:07
4,804.51:09:29:23
4,804.31:09:29:39
4,803.68:09:29:55
4,802.59:09:30:08
4,803.63:09:30:26
4,799.99:09:30:40
4,800.14:09:30:53
4,800.27:09:31:09
4,799.75:09:31:23
4,799.55:09:31:39
4,799.51:09:31:52
4,798.64:09:32:10
4,798.25:09:32:23
4,794.94:09:32:42
4,795.36:09:32:54
4,794.02:09:33:08
4,793.83:09:33:23
4,793.17:09:33:40
4,792.32:09:33:53
4,793.85:09:34:08
4,793.09:09:34:25
4,792.34:09:34:40
4,791.76:09:34:53
4,791.92:09:35:08
4,792.42:09:35:25
4,793.08:09:35:40
4,794.79:09:35:54
4,795.25:09:36:09
4,794.07:09:36:23
4,794.00:09:36:38
4,793.98:09:36:54
4,794.97:09:37:08
4,798.15:09:37:23
4,796.75:09:37:39
4,794.07:09:37:55
4,793.82:09:38:10
4,793.84:09:38:25
4,795.55:09:38:39
4,795.18:09:38:53
4,796.65:09:39:09
4,797.54:09:39:25
4,797.27:09:39:39
4,800.13:09:39:55
4,800.25:09:40:08
4,800.45:09:40:24
4,800.32:09:40:39
4,796.59:09:40:54
4,796.80:09:41:09
4,796.01:09:41:26
4,794.98:09:41:41
4,794.95:09:41:53
4,795.73:09:42:10
4,795.76:09:42:26
4,795.47:09:42:40
4,795.30:09:42:56
4,795.79:09:43:09
4,796.13:09:43:23
4,796.15:09:43:38
4,796.62:09:43:53
4,796.19:09:44:12
4,799.24:09:44:26
4,799.21:09:44:42
4,796.39:09:44:56
4,796.21:09:45:09
4,796.10:09:45:25
4,798.88:09:45:39
4,798.80:09:45:55
4,798.75:09:46:08
:09:46:17
4,795.58:10:06:25
4,797.25:10:06:42
4,799.83:10:06:55
4,799.94:10:07:12
4,796.89:10:07:27
4,797.14:10:07:46
4,795.68:10:07:55
4,795.44:10:08:11
4,795.09:10:08:28
4,794.96:10:08:48
4,796.67:10:09:00
4,795.60:10:09:12
4,795.78:10:09:25
4,795.79:10:09:51
4,796.86:10:10:04
4,795.26:10:10:16
4,793.03:10:10:28
4,792.92:10:10:40
4,792.69:10:11:05
4,792.64:10:11:17
4,794.35:10:11:30
:10:11:45
4,810.02:10:45:57
4,810.93:10:45:59
4,812.09:10:46:13
4,811.33:10:46:27
4,811.53:10:46:43
4,810.99:10:47:05
4,811.11:10:47:15
4,808.84:10:47:37
4,808.96:10:47:44
4,808.56:10:47:58
4,807.78:10:48:15
4,807.29:10:48:30
4,806.15:10:48:43
4,807.80:10:48:59
4,808.43:10:49:14
4,809.99:10:49:31
4,810.26:10:49:44
4,810.44:10:50:03
4,810.41:10:50:17
4,810.50:10:50:28
4,810.25:10:50:46
4,808.91:10:50:57
4,811.14:10:51:13
4,810.94:10:51:43
4,810.70:10:51:57
4,811.29:10:52:30
4,810.74:10:52:43
4,811.32:10:52:59
4,811.48:10:53:15
4,809.35:10:53:31
4,809.54:10:53:44
4,810.09:10:53:58
4,810.12:10:54:17
4,809.44:10:54:31
4,811.52:10:54:49
4,811.36:10:54:58
4,809.49:10:55:13
4,808.65:10:55:30
4,808.53:10:55:44
4,808.43:10:55:59
4,808.24:10:56:15
4,808.27:10:56:30
4,808.05:10:56:47
4,810.16:10:57:01
4,808.03:10:57:14
4,810.78:10:57:31
4,811.27:10:57:44
4,811.31:10:57:59
4,811.59:10:58:13
4,811.81:10:58:29
4,811.97:10:58:44
4,812.27:10:59:15
